name,first_name,last_name,price,above_100
Christopher Lester,Christopher,Lester,254.1517749,True
Kathleen Robinson,Kathleen,Robinson,53.27806013,False
Katherine Ward,Katherine,Ward,203.2804999,True
Angelica Delgado,Angelica,Delgado,130.5978877,True
Stephanie Robertson,Stephanie,Robertson,64.64383194,False
William Burke,William,Burke,46.83880636,False
Michele Hurley,Michele,Hurley,253.76279730000002,True
Ashley Rogers,Ashley,Rogers,29.59477039,False
Jennifer Kim,Jennifer,Kim,38.39507814,False
Corey Roth,Corey,Roth,280.8129961,True
Rickey Hill,Rickey,Hill,123.52015790000002,True
Erika Stewart,Erika,Stewart,150.8065512,True
Gabriella Conner,Gabriella,Conner,21.78225763,False
Madison Owen,Madison,Owen,286.0425507,True
Alicia Kaufman,Alicia,Kaufman,90.03073312,False
Gregory Allen,Gregory,Allen,248.54577909999998,True
Emma Morse,Emma,Morse,161.27271130000003,True
Alicia Dean,Alicia,Dean,120.5429815,True
Christina Johnson,Christina,Johnson,96.86483873,False
Emily Acevedo,Emily,Acevedo,51.02606455,False
Valerie Boyd PhD,Valerie,Boyd PhD,39.18119887,False
Harold Lucero,Harold,Lucero,290.114557,True
Sabrina Marshall,Sabrina,Marshall,109.3913936,True
Jimmy Hall,Jimmy,Hall,193.2981341,True
Trevor Daniels,Trevor,Daniels,59.86150113,False
Kelli Wells,Kelli,Wells,94.14928468,False
Amanda Gay,Amanda,Gay,27.71402088,False
Lindsay Barnett,Lindsay,Barnett,92.90006917,False
Gregory Jones MD,Gregory,Jones MD,221.90756439999998,True
Gary Murphy,Gary,Murphy,6.925016621,False
Ashley Marsh,Ashley,Marsh,100.2987897,True
Nathan Archer,Nathan,Archer,45.596339,False
Michael Jones,Michael,Jones,234.5304102,True
Diane Herrera,Diane,Herrera,216.09419810000003,True
Andrew Gibson,Andrew,Gibson,51.91337241,False
Tyler Morris MD,Tyler,Morris MD,160.4872869,True
Cassandra Lewis,Cassandra,Lewis,170.15092769999998,True
Ian Deleon,Ian,Deleon,137.40985369999999,True
Calvin Mcgrath,Calvin,Mcgrath,176.1841431,True
Michael Kline,Michael,Kline,221.2673216,True
Stephanie Lee,Stephanie,Lee,256.0171685,True
Jay Merritt,Jay,Merritt,287.8232441,True
Katherine Patrick,Katherine,Patrick,259.2662024,True
David Mckinney,David,Mckinney,232.124171,True
Darren Hale,Darren,Hale,159.90870159999997,True
Jonathan Smith,Jonathan,Smith,137.99812409999998,True
Joseph Acosta,Joseph,Acosta,268.919015,True
Samantha Miller,Samantha,Miller,132.4433896,True
John Frazier,John,Frazier,162.3474993,True
Eric Mejia,Eric,Mejia,153.2003299,True
Joshua Rodriguez,Joshua,Rodriguez,71.62611223,False
Lisa Ramirez,Lisa,Ramirez,79.92352777,False
Larry Cox,Larry,Cox,282.2574802,True
Renee Oneal,Renee,Oneal,290.2166083,True
Bryan Espinoza,Bryan,Espinoza,167.9777676,True
Christina Suarez,Christina,Suarez,45.91810137,False
Brandi Flores,Brandi,Flores,171.65101049999998,True
Jackie Bates,Jackie,Bates,68.06023599,False
Darrell White,Darrell,White,23.19444255,False
James Johnson,James,Johnson,78.20993349,False
Kelly Wood,Kelly,Wood,149.862952,True
Lisa Schultz,Lisa,Schultz,153.5860474,True
James Rodriguez,James,Rodriguez,167.9065608,True
Jessica Hughes,Jessica,Hughes,207.030828,True
Kimberly Reid,Kimberly,Reid,231.3275721,True
William Young,William,Young,289.4820718,True
Robert Zuniga,Robert,Zuniga,145.76916880000002,True
Caroline Rodriguez,Caroline,Rodriguez,157.93922959999998,True
Robert Ortega,Robert,Ortega,93.61018537,False
Monique Sharp,Monique,Sharp,107.8493566,True
Antonio Smith,Antonio,Smith,223.11975209999997,True
Patricia Flynn,Patricia,Flynn,13.75673285,False
Teresa Ruiz,Teresa,Ruiz,278.5939761,True
Madison Mejia,Madison,Mejia,179.6202428,True
Lindsey Santos,Lindsey,Santos,173.43788590000003,True
Savannah Smith,Savannah,Smith,77.74762702,False
Kimberly Roberts,Kimberly,Roberts,100.43830159999999,True
David Dominguez,David,Dominguez,48.63244885,False
Brittany Joyce,Brittany,Joyce,259.97163489999997,True
Diana Bryant,Diana,Bryant,208.5949497,True
James Bailey,James,Bailey,116.107083,True
Mary Perry,Mary,Perry,79.34102267,False
Sarah Baker,Sarah,Baker,68.36279828,False
Teresa Rios,Teresa,Rios,110.0041419,True
Marcus Wilson,Marcus,Wilson,284.020802,True
Rodney Hansen,Rodney,Hansen,72.95190219,False
Crystal Jones,Crystal,Jones,231.17167400000002,True
Frank Gonzalez,Frank,Gonzalez,78.92510240000001,False
Billy Mcneil,Billy,Mcneil,270.4543387,True
Sabrina Carter,Sabrina,Carter,37.81203563,False
Lisa Smith,Lisa,Smith,116.015239,True
Daniel Gutierrez,Daniel,Gutierrez,177.7281493,True
Jennifer Johnson,Jennifer,Johnson,248.56666529999998,True
Tammy Harris,Tammy,Harris,292.5367815,True
Aaron Brown,Aaron,Brown,286.970944,True
Dominique Reynolds,Dominique,Reynolds,35.33069889,False
Brad Shaw,Brad,Shaw,77.22657145,False
Jennifer Marks,Jennifer,Marks,214.12256749999997,True
Sara Scott,Sara,Scott,63.33845737,False
Dr. Richard Walker,Dr. Richard,Walker,10.26357238,False
Justin Williams,Justin,Williams,98.36518333,False
Richard White,Richard,White,246.0778952,True
Amber Haynes,Amber,Haynes,92.71470824,False
Dale Cunningham,Dale,Cunningham,185.23401919999998,True
Gina Anderson,Gina,Anderson,180.9704856,True
Amber Gonzalez,Amber,Gonzalez,104.2042807,True
Kathleen Flynn,Kathleen,Flynn,225.2048309,True
Brian Contreras,Brian,Contreras,133.72474240000003,True
Brittney Cannon,Brittney,Cannon,237.0273387,True
Penny Smith,Penny,Smith,119.77742109999998,True
Tanya Barajas,Tanya,Barajas,154.115135,True
Valerie Thompson,Valerie,Thompson,181.9900267,True
Ashley Frost,Ashley,Frost,55.18371181,False
Sean Deleon,Sean,Deleon,281.0247667,True
Samantha Rasmussen,Samantha,Rasmussen,167.5538871,True
Gary Hicks,Gary,Hicks,268.58259669999995,True
Mr. David Walker,Mr. David,Walker,122.16826470000001,True
Mary Preston,Mary,Preston,120.09934950000002,True
Kelly Key,Kelly,Key,275.1606173,True
Tracy Preston,Tracy,Preston,214.1876986,True
Erica Weber,Erica,Weber,28.029641700000003,False
Amanda Campbell,Amanda,Campbell,179.5773151,True
Tiffany Keller,Tiffany,Keller,55.7058622,False
Pamela Marshall,Pamela,Marshall,103.14987940000002,True
Dawn Miranda,Dawn,Miranda,66.16407449,False
Anna Butler,Anna,Butler,57.16781141,False
Christopher Martin,Christopher,Martin,16.54291044,False
Vincent Martin,Vincent,Martin,169.3623968,True
Mason George,Mason,George,258.5268771,True
Marissa Avery,Marissa,Avery,275.7309335,True
Maurice Morgan,Maurice,Morgan,257.1985604,True
Sonia Lopez,Sonia,Lopez,207.2481926,True
Mark Richards,Mark,Richards,187.88880749999998,True
Norma Smith,Norma,Smith,243.07008900000002,True
Brandy Villanueva,Brandy,Villanueva,210.421182,True
David Stevens,David,Stevens,217.3939597,True
Alexis Kim,Alexis,Kim,273.4334913,True
Roy Russo,Roy,Russo,149.82268,True
Tony Crawford,Tony,Crawford,109.7616456,True
Carolyn Richardson,Carolyn,Richardson,100.4691933,True
Alan Reyes,Alan,Reyes,6.140652941,False
Courtney Jensen,Courtney,Jensen,142.17275980000002,True
Randy Sullivan,Randy,Sullivan,75.73432253,False
Ryan Love,Ryan,Love,148.06300090000002,True
Kathy Valenzuela,Kathy,Valenzuela,173.5408457,True
Erica Pruitt,Erica,Pruitt,212.55207850000002,True
Natalie Flores,Natalie,Flores,47.71141376,False
Eileen Thomas,Eileen,Thomas,34.08037038,False
Kimberly Thompson,Kimberly,Thompson,231.9040724,True
Suzanne Hernandez,Suzanne,Hernandez,106.889458,True
William Hopkins,William,Hopkins,115.81333470000001,True
Martin Compton,Martin,Compton,86.43104415,False
Eric Hicks,Eric,Hicks,144.1125724,True
Madeline Preston,Madeline,Preston,277.7087797,True
Mary Carroll,Mary,Carroll,283.9518427,True
Holly Skinner,Holly,Skinner,119.68384280000001,True
Lawrence Jones,Lawrence,Jones,6.607550302999999,False
Tina Norton,Tina,Norton,184.81260690000002,True
April Jones,April,Jones,43.87704629,False
Jessica Gutierrez,Jessica,Gutierrez,168.4927971,True
Hayley Gibson,Hayley,Gibson,10.51878784,False
Jessica Riggs,Jessica,Riggs,120.5747683,True
Denise Peterson,Denise,Peterson,162.2819289,True
Jerry Brown,Jerry,Brown,268.8242106,True
Margaret Frazier,Margaret,Frazier,254.8209469,True
Ricky Johnson,Ricky,Johnson,100.2511703,True
Mrs. Sara Romero,Mrs. Sara,Romero,3.931396765,False
Samuel Reynolds,Samuel,Reynolds,1.321601458,False
Andrew Foley,Andrew,Foley,110.3610057,True
Anthony Gross,Anthony,Gross,104.43005059999999,True
Lee Barker,Lee,Barker,216.33642169999996,True
Amanda Li,Amanda,Li,258.3560628,True
Stephanie Davis,Stephanie,Davis,246.1360667,True
Don Rose MD,Don,Rose MD,185.0807171,True
Bradley Gibson,Bradley,Gibson,44.37564058,False
Heidi Ortiz,Heidi,Ortiz,72.5676395,False
Malik Clark,Malik,Clark,172.80305900000002,True
Nicole Henderson DVM,Nicole,Henderson DVM,188.47010569999998,True
Katie Merritt,Katie,Merritt,93.32190104,False
Michelle Hall,Michelle,Hall,235.5891307,True
Amanda Martinez,Amanda,Martinez,109.8451354,True
Kenneth Cortez,Kenneth,Cortez,43.35799481,False
Cindy Lin,Cindy,Lin,191.91612419999998,True
Christopher Lucas,Christopher,Lucas,149.0145447,True
Veronica Sloan,Veronica,Sloan,122.01508090000002,True
Duane Alvarez,Duane,Alvarez,206.1329996,True
James Lee,James,Lee,241.74171319999996,True
Christopher Meza,Christopher,Meza,155.0057081,True
Nathaniel Miller,Nathaniel,Miller,244.6580051,True
Tracy Brown,Tracy,Brown,90.74709889,False
Mariah Cervantes,Mariah,Cervantes,52.08510319,False
Joshua Jones,Joshua,Jones,293.8213216,True
Brenda Jones,Brenda,Jones,264.27088430000003,True
Jennifer Booker,Jennifer,Booker,12.02511321,False
Seth Castaneda,Seth,Castaneda,10.92646812,False
Rachel Kennedy,Rachel,Kennedy,161.6721103,True
Susan Smith,Susan,Smith,2.8130935060000004,False
Jordan Barnes,Jordan,Barnes,71.62466448,False
Brenda Turner,Brenda,Turner,288.01503360000004,True
James Stanley,James,Stanley,83.01264324,False
Matthew Brown,Matthew,Brown,24.27117954,False
Christian Little,Christian,Little,42.7509127,False
Thomas Valenzuela,Thomas,Valenzuela,140.6010983,True
Philip Hughes,Philip,Hughes,265.8403027,True
Gary Curry,Gary,Curry,276.4037536,True
Andrea Morrison,Andrea,Morrison,268.3671771,True
Norma Jenkins,Norma,Jenkins,257.8816286,True
Jill Ortiz,Jill,Ortiz,168.33879050000002,True
Jessica Howell,Jessica,Howell,55.09699628,False
James Henderson,James,Henderson,163.5006988,True
Nicholas Thomas,Nicholas,Thomas,204.0773565,True
Stephanie White,Stephanie,White,166.833234,True
Christopher Greene,Christopher,Greene,36.14365972,False
James Palmer,James,Palmer,118.0771682,True
Christine Cantrell,Christine,Cantrell,211.4962787,True
Christopher Lopez,Christopher,Lopez,17.11683357,False
Sandra Cook,Sandra,Cook,67.45307209,False
Pedro Dunn,Pedro,Dunn,116.3981006,True
Cassandra Gallagher,Cassandra,Gallagher,82.99376863,False
Daniel Guzman,Daniel,Guzman,202.3914416,True
Michael Hunt,Michael,Hunt,19.63313083,False
Leslie Preston,Leslie,Preston,232.9674767,True
Crystal Valdez,Crystal,Valdez,36.96034311,False
Luis Saunders,Luis,Saunders,136.6896047,True
Samantha Golden,Samantha,Golden,18.25944943,False
Brian Woods,Brian,Woods,207.7238054,True
Jay Parker,Jay,Parker,53.42922382,False
Janet Fleming,Janet,Fleming,160.5078275,True
Lance Williams,Lance,Williams,2.170543081,False
Rebecca Brooks,Rebecca,Brooks,228.47913430000003,True
Sara Oliver,Sara,Oliver,208.4079644,True
Megan Hickman,Megan,Hickman,165.1104102,True
Raymond Davis,Raymond,Davis,217.32736,True
Krystal Miller,Krystal,Miller,219.38669080000003,True
Brian Christian,Brian,Christian,197.1047485,True
Stephen Doyle,Stephen,Doyle,75.62902184,False
Carl Taylor,Carl,Taylor,271.8752715,True
Kathleen Peterson,Kathleen,Peterson,279.16047210000005,True
Teresa Mcintosh,Teresa,Mcintosh,204.471543,True
Ashley Hill,Ashley,Hill,221.49895959999998,True
Andrew Jacobs,Andrew,Jacobs,226.5094836,True
Jeffery Turner,Jeffery,Turner,172.146738,True
Christian Peterson,Christian,Peterson,229.55098360000002,True
Jason Burgess,Jason,Burgess,288.1309467,True
Crystal Herrera,Crystal,Herrera,95.15394812,False
Brenda Dean,Brenda,Dean,252.0255026,True
Kathleen Allen,Kathleen,Allen,148.1759137,True
Julie Suarez,Julie,Suarez,126.6045221,True
William Lee,William,Lee,219.7081508,True
Paige Sanders,Paige,Sanders,14.77249308,False
Devin Bates,Devin,Bates,152.22743380000003,True
Patricia Olsen,Patricia,Olsen,110.1679882,True
Becky Hernandez,Becky,Hernandez,222.2333333,True
Marie Lamb,Marie,Lamb,40.27252313,False
Nathan Flores,Nathan,Flores,101.89364590000001,True
Brandon Gonzalez,Brandon,Gonzalez,60.52303081,False
John Henderson,John,Henderson,248.40760419999998,True
Samuel Bell,Samuel,Bell,92.53696137,False
Chase Reed,Chase,Reed,71.94764090000001,False
Timothy Nichols,Timothy,Nichols,227.970889,True
Mitchell Owen,Mitchell,Owen,153.7919479,True
Amy Baker,Amy,Baker,36.80578714,False
Duane Gomez,Duane,Gomez,244.0834338,True
Ashley Caldwell,Ashley,Caldwell,130.8171695,True
Maria Hampton,Maria,Hampton,288.5692027,True
Kathy Schneider,Kathy,Schneider,42.12818501,False
Christopher Johnson,Christopher,Johnson,160.177871,True
Alison Rojas,Alison,Rojas,294.68164289999993,True
Susan Valdez,Susan,Valdez,60.26333489,False
David Frank,David,Frank,163.051206,True
Jason Conway,Jason,Conway,139.26884760000002,True
Nathan Reid,Nathan,Reid,233.0631577,True
Amy Klein,Amy,Klein,35.59591008,False
Victoria Johnson,Victoria,Johnson,46.62876129,False
Sara Adams,Sara,Adams,124.1548865,True
Charles Reid,Charles,Reid,63.79578805,False
Angela Davis,Angela,Davis,266.9483443,True
Brittany Nicholson,Brittany,Nicholson,39.77148045,False
William Dunn,William,Dunn,225.412815,True
Jon James,Jon,James,11.05366645,False
Heather Boyle,Heather,Boyle,234.2114192,True
Martin Robinson,Martin,Robinson,45.61899672,False
Lindsay Brewer,Lindsay,Brewer,152.25611719999998,True
Christopher Mitchell,Christopher,Mitchell,122.22960970000001,True
Renee Martin,Renee,Martin,103.80076340000001,True
Nathaniel Kelly,Nathaniel,Kelly,278.6711932,True
Jesus Martinez,Jesus,Martinez,1.741610191,False
Mark Kim,Mark,Kim,260.9460802,True
Kimberly Mccullough,Kimberly,Mccullough,175.70639530000003,True
Kevin Richardson,Kevin,Richardson,233.39621340000002,True
Kim Kramer,Kim,Kramer,159.7285379,True
Shelly Warren,Shelly,Warren,223.99575269999997,True
Keith Parker,Keith,Parker,165.2856722,True
Rebecca Pearson,Rebecca,Pearson,34.08557462,False
Thomas Turner,Thomas,Turner,102.5115671,True
Ernest Blake,Ernest,Blake,279.7736437,True
Kimberly Aguilar,Kimberly,Aguilar,254.503909,True
Mr. Parker Chandler DDS,Mr. Parker,Chandler DDS,105.09884890000001,True
Patricia Jordan,Patricia,Jordan,293.1542586,True
Edward Pearson,Edward,Pearson,186.51746519999998,True
Thomas Guzman,Thomas,Guzman,35.01257377,False
Christina Lewis,Christina,Lewis,276.7217628,True
Nicole Green,Nicole,Green,173.7777278,True
Sandra Ayers,Sandra,Ayers,203.8614101,True
Kimberly Gould,Kimberly,Gould,116.9645689,True
Cory Johnson,Cory,Johnson,290.1908301,True
Lisa Butler,Lisa,Butler,33.22539775,False
Stephanie Gomez,Stephanie,Gomez,134.8962191,True
Dennis Figueroa,Dennis,Figueroa,293.50635539999996,True
Michelle Spencer,Michelle,Spencer,296.94583639999996,True
Austin Zuniga,Austin,Zuniga,189.9701356,True
Sarah Mora,Sarah,Mora,152.0602036,True
Mr. David Brown,Mr. David,Brown,222.44664939999998,True
Regina Smith,Regina,Smith,104.488275,True
John Gardner,John,Gardner,90.71613517,False
Melissa Levy,Melissa,Levy,101.5050273,True
Brandon Powell,Brandon,Powell,12.1046252,False
Vanessa Alvarez,Vanessa,Alvarez,160.5638252,True
Michael Wu,Michael,Wu,26.41273072,False
Jenny Fox,Jenny,Fox,289.1982327,True
Elizabeth Cole,Elizabeth,Cole,111.4431733,True
Justin Holmes,Justin,Holmes,279.0448103,True
Steve Carey,Steve,Carey,266.7866531,True
Ryan Miller,Ryan,Miller,240.0594432,True
Alvin Blair,Alvin,Blair,212.2618704,True
John Pearson,John,Pearson,106.23576840000001,True
Marcus Mejia,Marcus,Mejia,164.1050274,True
Antonio Simon,Antonio,Simon,103.8962515,True
Maria Mccall,Maria,Mccall,244.07770719999996,True
Linda Robinson,Linda,Robinson,33.16893391,False
Emily Rodriguez,Emily,Rodriguez,124.8103967,True
Dr. Samantha Morrison,Dr. Samantha,Morrison,68.09438499,False
Johnny Clark,Johnny,Clark,11.42250221,False
Brandon Hanson,Brandon,Hanson,129.2842923,True
Dana Mcclain,Dana,Mcclain,127.64522439999999,True
Christine Ramos,Christine,Ramos,94.47688435,False
Lisa Holloway MD,Lisa,Holloway MD,220.8854738,True
Melissa Gibson,Melissa,Gibson,166.72420680000002,True
Michael Fernandez,Michael,Fernandez,200.3551632,True
Karen Woods,Karen,Woods,153.6317697,True
Kimberly Stone,Kimberly,Stone,235.9922733,True
Alexander Cook,Alexander,Cook,214.58096980000002,True
Adam Jones,Adam,Jones,66.05270665,False
Michelle Hale,Michelle,Hale,160.332909,True
Dawn Perez,Dawn,Perez,221.7845339,True
Michael Smith,Michael,Smith,269.7764571000001,True
Pamela Willis,Pamela,Willis,258.6407833,True
Tracy Coleman,Tracy,Coleman,65.24906648,False
Amanda Jones,Amanda,Jones,61.84863952,False
Alexis Bradford,Alexis,Bradford,184.4562198,True
Eric Elliott,Eric,Elliott,272.0600434,True
Richard Tucker,Richard,Tucker,2.1066097580000003,False
Elizabeth Andersen,Elizabeth,Andersen,7.886266805,False
Rhonda White,Rhonda,White,221.17336650000001,True
Annette Kaufman,Annette,Kaufman,200.003827,True
Kenneth Brown,Kenneth,Brown,260.5486352,True
Joshua Brown,Joshua,Brown,151.73655219999998,True
Monique Thompson,Monique,Thompson,229.1693307,True
Tammy Anderson,Tammy,Anderson,246.66417169999997,True
Robert Foster,Robert,Foster,23.9205959,False
Destiny Lutz,Destiny,Lutz,93.7962228,False
Phillip White,Phillip,White,252.4260402,True
Jeffrey Reeves,Jeffrey,Reeves,237.8640463,True
Michelle Dodson,Michelle,Dodson,25.13036482,False
Brandy Allen,Brandy,Allen,141.19641049999998,True
Stephanie Decker,Stephanie,Decker,188.2798449,True
Deborah Carter,Deborah,Carter,157.0933645,True
Donna Lloyd,Donna,Lloyd,129.26689840000003,True
Jason Brown,Jason,Brown,179.5356747,True
Michelle Keller,Michelle,Keller,255.2075003,True
Loretta Haynes,Loretta,Haynes,26.40453589,False
Ryan Vaughn,Ryan,Vaughn,174.7084888,True
Dan Smith,Dan,Smith,33.04343359,False
Alex Brown,Alex,Brown,231.2045332,True
Ethan Lee,Ethan,Lee,22.86368908,False
Jose Martinez,Jose,Martinez,72.80481604,False
Stacey Yates,Stacey,Yates,196.3324196,True
Alejandra Strickland,Alejandra,Strickland,238.52116260000003,True
Paula Gregory,Paula,Gregory,63.86627777,False
Joseph Lozano,Joseph,Lozano,288.2552215,True
Mr. Dean Thomas,Mr. Dean,Thomas,291.9138486,True
Sue Lee,Sue,Lee,229.68674080000002,True
Anna Long,Anna,Long,282.5645113,True
Madison Richardson,Madison,Richardson,231.6005976,True
Kelly Buchanan,Kelly,Buchanan,190.70708280000002,True
Robert Brown,Robert,Brown,216.25938900000003,True
Felicia Sawyer,Felicia,Sawyer,137.9030061,True
Julian Edwards,Julian,Edwards,150.34492450000002,True
David Salazar,David,Salazar,77.45842821,False
Annette Watson,Annette,Watson,76.78259440000001,False
Joshua Williams,Joshua,Williams,177.51647450000002,True
Daniel Yoder,Daniel,Yoder,119.23428590000002,True
Daniel Nelson,Daniel,Nelson,98.27456386,False
Gary White,Gary,White,271.019816,True
Jason Campbell,Jason,Campbell,273.3106244,True
Elizabeth Watson,Elizabeth,Watson,86.42236772,False
Kenneth Wright,Kenneth,Wright,182.4366238,True
Robert Perez,Robert,Perez,239.58512969999998,True
David Clark,David,Clark,23.0325238,False
Beverly Leon,Beverly,Leon,106.10637630000001,True
Dr. Robert Wright,Dr. Robert,Wright,50.0234143,False
James Thomas,James,Thomas,86.77348735,False
Derrick Wells,Derrick,Wells,181.4218065,True
Devin Neal,Devin,Neal,86.96007678,False
Linda Baker,Linda,Baker,147.1263919,True
Amanda Ray,Amanda,Ray,137.81283280000002,True
Bruce Williams,Bruce,Williams,71.30022792,False
Amy Castillo,Amy,Castillo,249.5469844,True
Kyle Turner,Kyle,Turner,161.1618002,True
Steven Mason,Steven,Mason,111.8827068,True
Kimberly Kelly,Kimberly,Kelly,240.4231917,True
Melissa Ellis,Melissa,Ellis,98.58946201,False
Kelli Olson,Kelli,Olson,237.5734494,True
Mark Mcmillan,Mark,Mcmillan,214.1569316,True
Erin Bautista,Erin,Bautista,77.62428879999999,False
Joseph Holt,Joseph,Holt,84.95214506,False
Dean Foster,Dean,Foster,275.7451504,True
Luis Smith,Luis,Smith,232.2317515,True
Nicholas Hughes,Nicholas,Hughes,119.2977956,True
Alexis Marshall,Alexis,Marshall,135.4593376,True
Nathan Jones,Nathan,Jones,156.5333442,True
Debra Jordan,Debra,Jordan,96.86625469,False
Billy Rose,Billy,Rose,13.66865285,False
Amber Stephens,Amber,Stephens,288.23654960000005,True
Sandra Williamson DDS,Sandra,Williamson DDS,58.32246701,False
Mikayla Wiggins,Mikayla,Wiggins,171.0312758,True
Wesley Lowery,Wesley,Lowery,71.51598238,False
Brandon Cruz,Brandon,Cruz,268.40696940000004,True
Tracy York,Tracy,York,133.9126496,True
Jessica Adams,Jessica,Adams,169.2223021,True
Diana Flores,Diana,Flores,140.9103144,True
Anthony Brooks,Anthony,Brooks,56.34749333,False
Joan Cruz,Joan,Cruz,153.9731859,True
Lauren Ray,Lauren,Ray,235.5282522,True
Becky Reid,Becky,Reid,222.1800929,True
Robert Fisher,Robert,Fisher,174.6666517,True
Christopher Clark,Christopher,Clark,206.7775415,True
Leah Palmer,Leah,Palmer,82.10118057,False
Erin Campbell,Erin,Campbell,223.76480209999997,True
Michael Smith,Michael,Smith,190.58199119999998,True
Carolyn Gonzalez,Carolyn,Gonzalez,35.19868853,False
Evan Jackson,Evan,Jackson,250.4831534,True
Corey Mitchell,Corey,Mitchell,229.27245200000002,True
Wesley Shaw,Wesley,Shaw,78.19470358,False
Angela Lopez,Angela,Lopez,123.47342900000001,True
Mariah Jones,Mariah,Jones,7.586662029,False
Melissa Yates,Melissa,Yates,191.7388305,True
Pamela Boyd,Pamela,Boyd,42.57642339,False
Chad Hill MD,Chad,Hill MD,237.3886818,True
Dalton Marshall,Dalton,Marshall,44.79388508,False
Megan Davis,Megan,Davis,185.41605330000002,True
Jay Hunt,Jay,Hunt,11.93981724,False
Craig Brady,Craig,Brady,114.03080209999999,True
James Cooper,James,Cooper,162.9563775,True
Timothy Cabrera,Timothy,Cabrera,246.8016085,True
Jeremy Lewis,Jeremy,Lewis,3.085548783,False
Justin Kemp,Justin,Kemp,238.3356701,True
Sean Roach,Sean,Roach,288.9094841,True
Jeffery Steele,Jeffery,Steele,116.5865443,True
Albert Sellers,Albert,Sellers,70.52448058,False
Jennifer Snyder,Jennifer,Snyder,252.15105330000003,True
John Scott,John,Scott,54.0948882,False
Gabrielle Brown DVM,Gabrielle,Brown DVM,125.2778312,True
Devon Ramsey,Devon,Ramsey,151.3679071,True
Linda Palmer,Linda,Palmer,259.9650837,True
Laura Vargas,Laura,Vargas,19.47538112,False
Felicia Stewart,Felicia,Stewart,271.3900354,True
Jennifer Garza,Jennifer,Garza,288.04177119999997,True
Antonio Lewis,Antonio,Lewis,26.06155907,False
Andrew Nielsen,Andrew,Nielsen,249.5687264,True
Lindsay Carpenter,Lindsay,Carpenter,84.75981129,False
Chris Stewart,Chris,Stewart,75.24103915,False
Robert Moore,Robert,Moore,263.4141129,True
Timothy Ray,Timothy,Ray,141.86269140000002,True
Scott Day,Scott,Day,198.0654936,True
Nathaniel Armstrong,Nathaniel,Armstrong,20.87450709,False
Amanda Brown,Amanda,Brown,212.90589730000002,True
Larry Wilson,Larry,Wilson,182.0331257,True
Joshua Thompson,Joshua,Thompson,69.44828294,False
Kim Howell,Kim,Howell,36.96354785,False
Kristin Lindsey,Kristin,Lindsey,64.39004043,False
Erin Flowers,Erin,Flowers,193.6398263,True
Samuel Anderson,Samuel,Anderson,262.26807169999995,True
Jennifer Burke DDS,Jennifer,Burke DDS,274.3026974,True
Kelly Douglas,Kelly,Douglas,34.36564262,False
Nancy Marshall,Nancy,Marshall,267.3828578,True
Jorge Johnson,Jorge,Johnson,116.1714636,True
Amy French,Amy,French,165.8016929,True
Virginia Chambers DDS,Virginia,Chambers DDS,89.89633639,False
Mary Pollard,Mary,Pollard,158.0790313,True
Edward Norris,Edward,Norris,26.97375079,False
Deborah Bailey,Deborah,Bailey,234.6758898,True
Jennifer Jones,Jennifer,Jones,165.0022525,True
Sonya Griffith,Sonya,Griffith,138.6171528,True
Patrick Gallagher,Patrick,Gallagher,104.16105350000001,True
Jonathan Miller,Jonathan,Miller,98.37584933,False
Heather Ballard,Heather,Ballard,284.5814233,True
Andre Manning,Andre,Manning,194.9905545,True
Ashley Soto,Ashley,Soto,79.24450990000001,False
Dr. Elizabeth Clark,Dr. Elizabeth,Clark,269.41684080000005,True
Patricia Young,Patricia,Young,130.6553075,True
Marisa Campbell,Marisa,Campbell,84.44272785,False
Timothy Davis,Timothy,Davis,171.1168554,True
Mitchell Ibarra,Mitchell,Ibarra,161.78342859999998,True
Chelsea Chen,Chelsea,Chen,36.22563908,False
Paul Taylor,Paul,Taylor,69.55631424,False
Henry Roach,Henry,Roach,1.959007179,False
Thomas Mcclain,Thomas,Mcclain,299.13077389999995,True
Dennis Williams,Dennis,Williams,275.26836610000004,True
Paul Stein,Paul,Stein,102.8911782,True
Susan Christensen,Susan,Christensen,37.48220654,False
Crystal Brown,Crystal,Brown,16.57201119,False
Crystal Lowe,Crystal,Lowe,144.50146919999997,True
Brian Baker,Brian,Baker,74.18584275,False
Molly Fischer,Molly,Fischer,10.65318304,False
Karen Morton,Karen,Morton,126.92805829999999,True
Mark Green,Mark,Green,123.1451656,True
Karen Davis,Karen,Davis,108.2090437,True
Joanna Figueroa,Joanna,Figueroa,187.25729040000002,True
Paula Barker,Paula,Barker,102.0455125,True
Adam White,Adam,White,23.99088409,False
Melinda Fitzpatrick,Melinda,Fitzpatrick,295.4867362,True
Joseph Perry,Joseph,Perry,81.57617561,False
Victoria Moore,Victoria,Moore,228.87358160000002,True
Heather Herman,Heather,Herman,61.0629953,False
Timothy Clark,Timothy,Clark,146.9213215,True
Nathaniel Wells,Nathaniel,Wells,20.65123885,False
Cindy Pitts,Cindy,Pitts,60.39039483,False
Travis Johnson,Travis,Johnson,98.50765990000001,False
Nichole Townsend,Nichole,Townsend,245.1680542,True
Jessica Allen,Jessica,Allen,137.7334625,True
Charles Wright,Charles,Wright,99.76504328,False
Laura Lopez,Laura,Lopez,7.703221405,False
Julie Castillo,Julie,Castillo,211.5372125,True
